td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
"[8, 5, -6, -5, -3, 4, -2, 2, 9, 8, -6, 1, 2]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 1, 6, 10]","[12, 9, -2, -1, 1, 8, 2, 6, 13, 12, -2, 5, 6]","[8, -2, -3, 15, 0, 8, 10, 5, 1, -3, 5, 10, 14]","[8, 5, -5, -3, 4, -2, 2, 9, 8, -6, 1, 2]","[4, -6, 11, -4, 4, 6, 1, -3, -7, 1, 6, 10]","[8, 5, -6, -5, -3, 4, -2, 2, 9, 8, -6, 1, 4, 2]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 1, 6, 4, 10]","[8, 5, -6, -5, -3, 4, -2, 2, 9, 8, -6, 1, 2, 0.125, 0.2, -0.1666666667, -0.2, -0.33333333330000003, 0.25, -0.5, 0.5, 0.1111111111, 0.125, -0.1666666667, 1.0, 0.5]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 1, 6, 10, 0.25, -0.1666666667, -0.1428571429, 0.0909090909, -0.25, 0.25, 0.1666666667, 1.0, -0.33333333330000003, -0.1428571429, 1.0, 0.1666666667, 0.1]","[32, 20, -24, -20, -12, 16, -8, 8, 36, 32, -24, 4, 8]","[16, -24, -28, 44, -16, 16, 24, 4, -12, -28, 4, 24, 40]","[-2, 5, 2, -6, 4, -6, -5, 9, -3, 2, 8, 1, 8]","[-7, 4, 6, 4, 6, -7, -3, -4, 1, 10, 1, 11, -6]",8.2673992674,7.9713675214,7.7480519481,8.2673992674,16.5347985348,8.2673992674,8.1904761905,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-12, -3, -12, 7, -14, -13, -5, -13, 7, 3, -2, 5, -4]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -17, -15]","[-8, 1, -8, 11, -10, -9, -1, -9, 11, 7, 2, 9, 0]","[0, -10, -5, -11, -2, -9, 8, -4, -13, -12, 10, -13, -11]","[-12, -3, 7, -14, -13, -5, -13, 7, 3, -2, 5, -4]","[-4, -14, -15, -6, -13, 4, -8, -17, -16, 6, -17, -15]","[-12, -3, -12, 7, -14, -13, -5, -13, 7, 4, 3, -2, 5, -4]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, 4, -16, 6, -17, -15]","[-12, -3, -12, 7, -14, -13, -5, -13, 7, 3, -2, 5, -4, -0.0833333333, -0.33333333330000003, -0.0833333333, 0.1428571429, -0.0714285714, -0.0769230769, -0.2, -0.0769230769, 0.1428571429, 0.33333333330000003, -0.5, 0.2, -0.25]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -17, -15, -0.25, -0.0714285714, -0.1111111111, -0.0666666667, -0.1666666667, -0.0769230769, 0.25, -0.125, -0.058823529400000005, -0.0625, 0.1666666667, -0.058823529400000005, -0.0666666667]","[-48, -12, -48, 28, -56, -52, -20, -52, 28, 12, -8, 20, -16]","[-16, -56, -36, -60, -24, -52, 16, -32, -68, -64, 24, -68, -60]","[7, -12, -12, -13, -3, -13, -5, -4, 7, -2, -14, 5, 3]","[-9, -6, -13, -15, 4, -8, -17, -16, -4, 6, -15, -14, -17]",8.5069585729,7.8627944469,9.9487179487,8.5069585729,17.0139171458,8.5069585729,8.36410143,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-9, -12, -8, 2, -11]","[-1, 1, 5, 3, 2]","[-5, -8, -4, 6, -7]","[3, 5, 9, 7, 6]","[-9, -12, 2, -11]","[-1, 1, 3, 2]","[-9, -12, 4, -8, 2, -11]","[-1, 1, 4, 5, 3, 2]","[-9, -12, -8, 2, -11, -0.1111111111, -0.0833333333, -0.125, 0.5, -0.0909090909]","[-1, 1, 5, 3, 2, -1.0, 1.0, 0.2, 0.33333333330000003, 0.5]","[-36, -48, -32, 8, -44]","[-4, 4, 20, 12, 8]","[2, -8, -12, -11, -9]","[2, 3, 1, -1, 5]",4.0,3.8333333333,4.0769230769,4.0,8.0,4.0,3.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[8, -12, -14]","[-16, 2, 4]","[12, -8, -10]","[-12, 6, 8]","[-12, -14]","[2, 4]","[8, -12, 4, -14]","[-16, 2, 4, 4]","[8, -12, -14, 0.125, -0.0833333333, -0.0714285714]","[-16, 2, 4, -0.0625, 0.5, 0.25]","[32, -48, -56]","[-64, 8, 16]","[-12, 8, -14]","[2, -16, 4]",3.0,3.0,3.0,3.0,6.0,3.0,2.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-6, 6, 4]","[-18, -3, -8]","[-2, 10, 8]","[-14, 1, -4]","[-6, 4]","[-18, -8]","[-6, 4, 6, 4]","[-18, 4, -3, -8]","[-6, 6, 4, -0.1666666667, 0.1666666667, 0.25]","[-18, -3, -8, -0.0555555556, -0.33333333330000003, -0.125]","[-24, 24, 16]","[-72, -12, -32]","[-6, 4, 6]","[-18, -8, -3]",2.5,2.5,2.5681818182000002,2.5,5.0,2.5,1.5,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[5, -4, 10, 10]","[3, 7, 12, 7]","[9, 0, 14, 14]","[7, 11, 16, 11]","[-4, 10, 10]","[7, 12, 7]","[4, 5, -4, 10, 10]","[4, 3, 7, 12, 7]","[5, -4, 10, 10, 0.2, -0.25, 0.1, 0.1]","[3, 7, 12, 7, 0.33333333330000003, 0.1428571429, 0.0833333333, 0.1428571429]","[20, -16, 40, 40]","[12, 28, 48, 28]","[10, 10, 5, -4]","[3, 7, 12, 7]",1.5173796791,2.1266968326,1.3116666667,1.5173796791,3.0347593583,1.5173796791,1.2673796791,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[0, -4, -8, 4, 9, 6, -1, -1, 4, -14]","[8, -4, -8, -2, -3, 6, 6, 12, 2, -15]","[4, 0, -4, 8, 13, 10, 3, 3, 8, -10]","[12, 0, -4, 2, 1, 10, 10, 16, 6, -11]","[0, -4, 4, 9, 6, -1, -1, 4, -14]","[8, -4, -2, -3, 6, 6, 12, 2, -15]","[0, -4, -8, 4, 9, 6, -1, -1, 4, -14, 4]","[8, -4, -8, -2, -3, 6, 6, 12, 2, -15, 4]","[0, -4, -8, 4, 9, 6, -1, -1, 4, -14, 'ZeroDivisionError', -0.25, -0.125, 0.25, 0.1111111111, 0.1666666667, -1.0, -1.0, 0.25, -0.0714285714]","[8, -4, -8, -2, -3, 6, 6, 12, 2, -15, 0.125, -0.25, -0.125, -0.5, -0.33333333330000003, 0.1666666667, 0.1666666667, 0.0833333333, 0.5, -0.0666666667]","[0, -16, -32, 16, 36, 24, -4, -4, 16, -56]","[32, -16, -32, -8, -12, 24, 24, 48, 8, -60]","[-1, -1, 6, 0, -14, -8, 9, 4, -4, 4]","[-8, -4, 12, 6, -15, 8, -2, -3, 6, 2]",5.367816092,7.0789272031,,5.367816092,error,5.367816092,5.367816092,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-5, 14, 0, 5, 8]","[-1, 1, 7, 3, 0]","[-1, 18, 4, 9, 12]","[3, 5, 11, 7, 4]","[-5, 14, 0, 8]","[-1, 1, 7, 0]","[-5, 4, 14, 0, 5, 8]","[-1, 4, 1, 7, 3, 0]","[-5, 14, 0, 5, 8, -0.2, 0.0714285714, 'ZeroDivisionError', 0.2, 0.125]","[-1, 1, 7, 3, 0, -1.0, 1.0, 0.1428571429, 0.33333333330000003, 'ZeroDivisionError']","[-20, 56, 0, 20, 32]","[-4, 4, 28, 12, 0]","[8, 0, 14, -5, 5]","[3, 0, 7, -1, 1]",3.7833333333,,2.656884058,3.7833333333,error,3.7833333333,3.5333333333,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, 14, -13]","[0, -9, 7]","[4, 18, -9]","[4, -5, 11]","[0, 14]","[0, -9]","[0, 14, 4, -13]","[0, -9, 4, 7]","[0, 14, -13, 'ZeroDivisionError', 0.0714285714, -0.0769230769]","[0, -9, 7, 'ZeroDivisionError', -0.1111111111, 0.1428571429]","[0, 56, -52]","[0, -36, 28]","[-13, 14, 0]","[7, -9, 0]",,,2.0,,error,,,Violate,Violate,error,Violate,Violate,1,1,error,1,1
"[11, -5, -2, 5, 10, 6, -5, 9, -3, 14, 0, 10, 6]","[8, 2, 4, -4, 6, 15, -1, 11, -1, 7, -4, 8, -3]","[15, -1, 2, 9, 14, 10, -1, 13, 1, 18, 4, 14, 10]","[12, 6, 8, 0, 10, 19, 3, 15, 3, 11, 0, 12, 1]","[11, -5, -2, 5, 10, -5, 9, -3, 14, 0, 10, 6]","[8, 2, 4, -4, 6, -1, 11, -1, 7, -4, 8, -3]","[11, -5, -2, 5, 10, 6, -5, 9, -3, 4, 14, 0, 10, 6]","[8, 2, 4, -4, 6, 15, -1, 11, -1, 4, 7, -4, 8, -3]","[11, -5, -2, 5, 10, 6, -5, 9, -3, 14, 0, 10, 6, 0.0909090909, -0.2, -0.5, 0.2, 0.1, 0.1666666667, -0.2, 0.1111111111, -0.33333333330000003, 0.0714285714, 'ZeroDivisionError', 0.1, 0.1666666667]","[8, 2, 4, -4, 6, 15, -1, 11, -1, 7, -4, 8, -3, 0.125, 0.5, 0.25, -0.25, 0.1666666667, 0.0666666667, -1.0, 0.0909090909, -1.0, 0.1428571429, -0.25, 0.125, -0.33333333330000003]","[44, -20, -8, 20, 40, 24, -20, 36, -12, 56, 0, 40, 24]","[32, 8, 16, -16, 24, 60, -4, 44, -4, 28, -16, 32, -12]","[11, -5, -2, -3, 10, 9, 14, 10, 6, 6, -5, 0, 5]","[6, 7, 4, -3, -4, 11, -4, 15, -1, 8, -1, 8, 2]",7.5475772765,7.8322128852,6.8960353822,7.5475772765,error,7.5475772765,7.119005848,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[6, -5, 5, -3, -3, -7, 4, -7, 1, 4, -3]","[1, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9]","[10, -1, 9, 1, 1, -3, 8, -3, 5, 8, 1]","[5, 14, 13, 8, 6, 6, 0, 3, 7, -3, 13]","[6, -5, 5, -3, -7, 4, -7, 1, 4, -3]","[1, 10, 9, 2, 2, -4, -1, 3, -7, 9]","[6, -5, 5, -3, -3, -7, 4, -7, 1, 4, 4, -3]","[1, 10, 9, 4, 2, 2, -4, -1, 3, -7, 4, 9]","[6, -5, 5, -3, -3, -7, 4, -7, 1, 4, -3, 0.1666666667, -0.2, 0.2, -0.33333333330000003, -0.33333333330000003, -0.1428571429, 0.25, -0.1428571429, 1.0, 0.25, -0.33333333330000003]","[1, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9, 1.0, 0.1, 0.1111111111, 0.25, 0.5, 0.5, -0.25, -1.0, 0.33333333330000003, -0.1428571429, 0.1111111111]","[24, -20, 20, -12, -12, -28, 16, -28, 4, 16, -12]","[4, 40, 36, 16, 8, 8, -16, -4, 12, -28, 36]","[1, -3, 4, -7, -3, -5, 4, -3, 5, -7, 6]","[3, -7, 9, 4, 10, 9, 2, -1, 2, -4, 1]",9.25,6.5335331335,8.031024531,9.25,18.5,9.25,8.25,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[9, -8, -6, 7, 8, -8, -7, 1, 2, 4, -7, -3, 3, 1]","[4, -5, 3, 0, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7]","[13, -4, -2, 11, 12, -4, -3, 5, 6, 8, -3, 1, 7, 5]","[8, -1, 7, 4, -2, 4, 4, 4, 12, 9, 14, 4, -2, -3]","[9, -8, -6, 7, 8, -8, 1, 2, 4, -7, -3, 3, 1]","[4, -5, 3, 0, -6, 0, 0, 8, 5, 10, 0, -6, -7]","[9, -8, -6, 7, 8, -8, -7, 1, 2, 4, -7, 4, -3, 3, 1]","[4, -5, 3, 0, -6, 0, 0, 0, 8, 5, 10, 4, 0, -6, -7]","[9, -8, -6, 7, 8, -8, -7, 1, 2, 4, -7, -3, 3, 1, 0.1111111111, -0.125, -0.1666666667, 0.1428571429, 0.125, -0.125, -0.1428571429, 1.0, 0.5, 0.25, -0.1428571429, -0.33333333330000003, 0.33333333330000003, 1.0]","[4, -5, 3, 0, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7, 0.25, -0.2, 0.33333333330000003, 'ZeroDivisionError', -0.1666666667, 'ZeroDivisionError', 'ZeroDivisionError', 'ZeroDivisionError', 0.125, 0.2, 0.1, 'ZeroDivisionError', -0.1666666667, -0.1428571429]","[36, -32, -24, 28, 32, -32, -28, 4, 8, 16, -28, -12, 12, 4]","[16, -20, 12, 0, -24, 0, 0, 0, 32, 20, 40, 0, -24, -28]","[-8, 8, 9, -3, 4, -7, 1, 7, -8, 1, -6, -7, 3, 2]","[-5, 5, -6, 10, 0, 0, -7, -6, 0, 0, 3, 8, 4, 0]",11.3264957265,11.6043956044,9.4080298786,11.3264957265,error,11.3264957265,10.3264957265,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-4, -4, 8, -14, 10, -3, -5, -15, 1, -11, 5]","[-15, 6, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[0, 0, 12, -10, 14, 1, -1, -11, 5, -7, 9]","[-11, 10, -8, -11, -6, 7, -3, 11, 8, 14, -5]","[-4, 8, -14, 10, -3, -5, -15, 1, -11, 5]","[-15, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[-4, -4, 8, -14, 10, -3, -5, -15, 1, 4, -11, 5]","[-15, 6, -12, -15, -10, 3, -7, 7, 4, 4, 10, -9]","[-4, -4, 8, -14, 10, -3, -5, -15, 1, -11, 5, -0.25, -0.25, 0.125, -0.0714285714, 0.1, -0.33333333330000003, -0.2, -0.0666666667, 1.0, -0.0909090909, 0.2]","[-15, 6, -12, -15, -10, 3, -7, 7, 4, 10, -9, -0.0666666667, 0.1666666667, -0.0833333333, -0.0666666667, -0.1, 0.33333333330000003, -0.1428571429, 0.1428571429, 0.25, 0.1, -0.1111111111]","[-16, -16, 32, -56, 40, -12, -20, -60, 4, -44, 20]","[-60, 24, -48, -60, -40, 12, -28, 28, 16, 40, -36]","[-4, -14, -5, 1, -11, -15, 10, -3, 5, 8, -4]","[10, -15, -15, -9, 3, -12, -10, 7, 4, -7, 6]",8.3800967937,7.7567049808,8.5283882784,8.3800967937,16.7601935874,8.3800967937,7.3800967937,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-14, 6, 4, -19, -15, -12, -10, -3, -14, -1, -7]","[-10, -10, -16, 9, -7, 5, 4, 5, 5, -9, -15]","[-10, 10, 8, -15, -11, -8, -6, 1, -10, 3, -3]","[-6, -6, -12, 13, -3, 9, 8, 9, 9, -5, -11]","[6, 4, -19, -15, -12, -10, -3, -14, -1, -7]","[-10, -16, 9, -7, 5, 4, 5, 5, -9, -15]","[-14, 6, 4, -19, -15, -12, -10, -3, -14, -1, -7, 4]","[-10, -10, -16, 9, -7, 5, 4, 5, 5, -9, -15, 4]","[-14, 6, 4, -19, -15, -12, -10, -3, -14, -1, -7, -0.0714285714, 0.1666666667, 0.25, -0.0526315789, -0.0666666667, -0.0833333333, -0.1, -0.33333333330000003, -0.0714285714, -1.0, -0.1428571429]","[-10, -10, -16, 9, -7, 5, 4, 5, 5, -9, -15, -0.1, -0.1, -0.0625, 0.1111111111, -0.1428571429, 0.2, 0.25, 0.2, 0.2, -0.1111111111, -0.0666666667]","[-56, 24, 16, -76, -60, -48, -40, -12, -56, -4, -28]","[-40, -40, -64, 36, -28, 20, 16, 20, 20, -36, -60]","[-10, 6, -1, 4, -7, -14, -14, -12, -15, -3, -19]","[-16, -10, -15, -7, -9, 5, 9, -10, 4, 5, 5]",8.6939393939,8.3216783217,9.1928571429,8.6939393939,17.3878787879,8.6939393939,8.5272727273,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[10, -8, -12, -9, -8, -8, 2, -13, -15, -10, 10, 6, -6, -9]","[-15, 3, -13, -9, 4, -15, 0, -7, 2, -11, -9, -12, -13, -13]","[14, -4, -8, -5, -4, -4, 6, -9, -11, -6, 14, 10, -2, -5]","[-11, 7, -9, -5, 8, -11, 4, -3, 6, -7, -5, -8, -9, -9]","[10, -8, -12, -9, -8, -8, -13, -15, -10, 10, 6, -6, -9]","[-15, 3, -13, -9, 4, -15, -7, 2, -11, -9, -12, -13, -13]","[10, -8, -12, -9, -8, -8, 4, 2, -13, -15, -10, 10, 6, -6, -9]","[-15, 3, -13, -9, 4, -15, 4, 0, -7, 2, -11, -9, -12, -13, -13]","[10, -8, -12, -9, -8, -8, 2, -13, -15, -10, 10, 6, -6, -9, 0.1, -0.125, -0.0833333333, -0.1111111111, -0.125, -0.125, 0.5, -0.0769230769, -0.0666666667, -0.1, 0.1, 0.1666666667, -0.1666666667, -0.1111111111]","[-15, 3, -13, -9, 4, -15, 0, -7, 2, -11, -9, -12, -13, -13, -0.0666666667, 0.33333333330000003, -0.0769230769, -0.1111111111, 0.25, -0.0666666667, 'ZeroDivisionError', -0.1428571429, 0.5, -0.0909090909, -0.1111111111, -0.0833333333, -0.0769230769, -0.0769230769]","[40, -32, -48, -36, -32, -32, 8, -52, -60, -40, 40, 24, -24, -36]","[-60, 12, -52, -36, 16, -60, 0, -28, 8, -44, -36, -48, -52, -52]","[-8, -15, -9, -8, 10, 10, -12, 6, -9, -13, -6, 2, -8, -10]","[-15, 2, -9, -9, -13, 4, -11, -13, 3, 0, -7, -12, -15, -13]",8.2422061082,7.3469267306,8.2244911951,8.2422061082,error,8.2422061082,7.2422061082,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[7, 2, -6, -1, 3, 3, -3, 0, -11, 6, 1, 5, -9]","[-4, -6, 5, 4, 2, -8, -3, -10, -11, -6, 7, -2, -11]","[11, 6, -2, 3, 7, 7, 1, 4, -7, 10, 5, 9, -5]","[0, -2, 9, 8, 6, -4, 1, -6, -7, -2, 11, 2, -7]","[7, 2, -6, -1, 3, -3, 0, -11, 6, 1, 5, -9]","[-4, -6, 5, 4, 2, -3, -10, -11, -6, 7, -2, -11]","[7, 2, -6, -1, 3, 3, 4, -3, 0, -11, 6, 1, 5, -9]","[-4, -6, 5, 4, 2, -8, 4, -3, -10, -11, -6, 7, -2, -11]","[7, 2, -6, -1, 3, 3, -3, 0, -11, 6, 1, 5, -9, 0.1428571429, 0.5, -0.1666666667, -1.0, 0.33333333330000003, 0.33333333330000003, -0.33333333330000003, 'ZeroDivisionError', -0.0909090909, 0.1666666667, 1.0, 0.2, -0.1111111111]","[-4, -6, 5, 4, 2, -8, -3, -10, -11, -6, 7, -2, -11, -0.25, -0.1666666667, 0.2, 0.25, 0.5, -0.125, -0.33333333330000003, -0.1, -0.0909090909, -0.1666666667, 0.1428571429, -0.5, -0.0909090909]","[28, 8, -24, -4, 12, 12, -12, 0, -44, 24, 4, 20, -36]","[-16, -24, 20, 16, 8, -32, -12, -40, -44, -24, 28, -8, -44]","[2, 6, -11, 0, 3, -9, 7, 5, -6, -3, 3, 1, -1]","[4, 2, 7, 5, -10, -3, -6, -6, -4, -11, -8, -2, -11]",9.05,9.9380952381,7.7094988345,9.05,error,9.05,8.05,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[3, -1, 12]","[-6, 0, -6]","[7, 3, 16]","[-2, 4, -2]","[-1, 12]","[0, -6]","[3, 4, -1, 12]","[-6, 4, 0, -6]","[3, -1, 12, 0.33333333330000003, -1.0, 0.0833333333]","[-6, 0, -6, -0.1666666667, 'ZeroDivisionError', -0.1666666667]","[12, -4, 48]","[-24, 0, -24]","[-1, 12, 3]","[0, -6, -6]",3.0,3.0,2.1428571429,3.0,error,3.0,2.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
"[4, 13, 0, 1, -10, -13, 2, 12, -1, 9, 11, 10, 3, 17]","[-11, -12, 2, 5, 13, -13, 14, 10, -6, 8, 15, 9, -2, 2]","[8, 17, 4, 5, -6, -9, 6, 16, 3, 13, 15, 14, 7, 21]","[-7, -8, 6, 9, 17, -9, 18, 14, -2, 12, 19, 13, 2, 6]","[4, 13, 0, 1, -10, -13, 2, 12, -1, 11, 10, 3, 17]","[-11, -12, 2, 5, 13, -13, 14, 10, -6, 15, 9, -2, 2]","[4, 4, 13, 0, 1, -10, -13, 2, 12, -1, 9, 11, 10, 3, 17]","[4, -11, -12, 2, 5, 13, -13, 14, 10, -6, 8, 15, 9, -2, 2]","[4, 13, 0, 1, -10, -13, 2, 12, -1, 9, 11, 10, 3, 17, 0.25, 0.0769230769, 'ZeroDivisionError', 1.0, -0.1, -0.0769230769, 0.5, 0.0833333333, -1.0, 0.1111111111, 0.0909090909, 0.1, 0.33333333330000003, 0.058823529400000005]","[-11, -12, 2, 5, 13, -13, 14, 10, -6, 8, 15, 9, -2, 2, -0.0909090909, -0.0833333333, 0.5, 0.2, 0.0769230769, -0.0769230769, 0.0714285714, 0.1, -0.1666666667, 0.125, 0.0666666667, 0.1111111111, -0.5, 0.5]","[16, 52, 0, 4, -40, -52, 8, 48, -4, 36, 44, 40, 12, 68]","[-44, -48, 8, 20, 52, -52, 56, 40, -24, 32, 60, 36, -8, 8]","[0, 11, 10, 9, 4, 1, -10, 2, -1, 17, 12, -13, 13, 3]","[5, 8, -13, 14, -12, 2, 10, 2, -11, 13, -2, 15, -6, 9]",8.2766364183,9.1752860412,6.3581761594,8.2766364183,error,8.2766364183,8.2178128889,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, -8, -5, 9, 13, 0]","[9, 9, 16, 7, 8, -7]","[4, -4, -1, 13, 17, 4]","[13, 13, 20, 11, 12, -3]","[0, -8, -5, 9, 0]","[9, 9, 16, 7, -7]","[0, 4, -8, -5, 9, 13, 0]","[9, 4, 9, 16, 7, 8, -7]","[0, -8, -5, 9, 13, 0, 'ZeroDivisionError', -0.125, -0.2, 0.1111111111, 0.0769230769, 'ZeroDivisionError']","[9, 9, 16, 7, 8, -7, 0.1111111111, 0.1111111111, 0.0625, 0.1428571429, 0.125, -0.1428571429]","[0, -32, -20, 36, 52, 0]","[36, 36, 64, 28, 32, -28]","[0, 0, 13, 9, -8, -5]","[8, 9, 16, 9, 7, -7]",4.3630952381,3.2701149425000002,3.7851588911,4.3630952381,error,4.3630952381,4.125,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-9, -3, 0, 10, 8, 9, -1, -7, 0, 3, -3, -5, 2]","[6, -5, 10, -3, 8, 1, 8, 6, 7, -2, 0, 1, 8]","[-5, 1, 4, 14, 12, 13, 3, -3, 4, 7, 1, -1, 6]","[10, -1, 14, 1, 12, 5, 12, 10, 11, 2, 4, 5, 12]","[-9, -3, 0, 10, 8, 9, -1, 0, 3, -3, -5, 2]","[6, -5, 10, -3, 8, 1, 8, 7, -2, 0, 1, 8]","[-9, -3, 0, 10, 8, 9, -1, -7, 0, 3, -3, -5, 2, 4]","[6, -5, 10, -3, 8, 1, 8, 6, 7, -2, 0, 1, 8, 4]","[-9, -3, 0, 10, 8, 9, -1, -7, 0, 3, -3, -5, 2, -0.1111111111, -0.33333333330000003, 'ZeroDivisionError', 0.1, 0.125, 0.1111111111, -1.0, -0.1428571429, 'ZeroDivisionError', 0.33333333330000003, -0.33333333330000003, -0.2, 0.5]","[6, -5, 10, -3, 8, 1, 8, 6, 7, -2, 0, 1, 8, 0.1666666667, -0.2, 0.1, -0.33333333330000003, 0.125, 1.0, 0.125, 0.1666666667, 0.1428571429, -0.5, 'ZeroDivisionError', 1.0, 0.125]","[-36, -12, 0, 40, 32, 36, -4, -28, 0, 12, -12, -20, 8]","[24, -20, 40, -12, 32, 4, 32, 24, 28, -8, 0, 4, 32]","[0, 2, 9, -3, -9, 8, -1, 3, 0, -5, -7, -3, 10]","[-3, 8, 6, -5, 8, 10, 0, 7, 1, 1, 6, -2, 8]",10.65,7.8722222222,8.4222222222,10.65,error,10.65,9.65,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-1, -2, 2, -4, -1, -1, 5, 1]","[3, 8, 10, 2, 1, 8, 7, 12]","[3, 2, 6, 0, 3, 3, 9, 5]","[7, 12, 14, 6, 5, 12, 11, 16]","[-1, -2, 2, -4, -1, -1, 5]","[3, 8, 10, 2, 1, 8, 7]","[4, -1, -2, 2, -4, -1, -1, 5, 1]","[4, 3, 8, 10, 2, 1, 8, 7, 12]","[-1, -2, 2, -4, -1, -1, 5, 1, -1.0, -0.5, 0.5, -0.25, -1.0, -1.0, 0.2, 1.0]","[3, 8, 10, 2, 1, 8, 7, 12, 0.33333333330000003, 0.125, 0.1, 0.5, 1.0, 0.125, 0.1428571429, 0.0833333333]","[-4, -8, 8, -16, -4, -4, 20, 4]","[12, 32, 40, 8, 4, 32, 28, 48]","[5, 2, -4, -1, -1, 1, -2, -1]","[10, 7, 1, 8, 2, 3, 12, 8]",6.6794871795,6.3888888889,3.9880952381,6.6794871795,13.358974359,6.6794871795,5.8333333333,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[10, -12, 0, 12, -2]","[-4, -9, 11, -11, 5]","[14, -8, 4, 16, 2]","[0, -5, 15, -7, 9]","[-12, 0, 12, -2]","[-9, 11, -11, 5]","[10, 4, -12, 0, 12, -2]","[-4, 4, -9, 11, -11, 5]","[10, -12, 0, 12, -2, 0.1, -0.0833333333, 'ZeroDivisionError', 0.0833333333, -0.5]","[-4, -9, 11, -11, 5, -0.25, -0.1111111111, 0.0909090909, -0.0909090909, 0.2]","[40, -48, 0, 48, -8]","[-16, -36, 44, -44, 20]","[-12, 10, 12, 0, -2]","[11, 5, -9, -11, -4]",4.1428571429,3.6666666667000003,3.4460802356,4.1428571429,error,4.1428571429,3.1428571429,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-4, -7, -3, -1, 4, 0]","[1, -5, 4, 0, 3, 5]","[0, -3, 1, 3, 8, 4]","[5, -1, 8, 4, 7, 9]","[-4, -7, -3, -1, 0]","[1, -5, 4, 0, 5]","[-4, -7, 4, -3, -1, 4, 0]","[1, -5, 4, 4, 0, 3, 5]","[-4, -7, -3, -1, 4, 0, -0.25, -0.1428571429, -0.33333333330000003, -1.0, 0.25, 'ZeroDivisionError']","[1, -5, 4, 0, 3, 5, 1.0, -0.2, 0.25, 'ZeroDivisionError', 0.33333333330000003, 0.2]","[-16, -28, -12, -4, 16, 0]","[4, -20, 16, 0, 12, 20]","[-3, -4, -1, 0, 4, -7]","[0, 3, 5, 4, -5, 1]",4.3095238095,6.0,2.8719169719,4.3095238095,error,4.3095238095,4.1666666667,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
